"datetime","date","account_type","category","type","asset_class","name","symbol","shares","price","amount","fee","tax","currency","original_amount","original_currency","fx_rate","description","transaction_id","counterparty_name","counterparty_iban","payment_reference","mcc_code"
"2020-05-04T12:34:28.146991Z","2020-05-04","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.2912540000","43.6442","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.291254","db371a9a-52a8-4f0d-adcd-8f23cc1660e6","","","",""
"2020-05-06T21:30:13.906651Z","2020-05-06","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-4.830000","","","EUR","","","","TR Card Transaction","6835d5fa-ff1b-47d6-ad7f-06ed4ec1ec2b","","","","5814"
"2020-05-08T21:09:12.311120Z","2020-05-08","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-17.900000","","","EUR","","","","TR Card Transaction","f9db92c2-9d76-47ac-96ab-6c1b3907076d","","","","5912"
"2020-05-09T07:03:37.499948Z","2020-05-09","DEFAULT","CASH","CARD_TRANSACTION","","ALDI SUED","","","","-30.930000","","","EUR","","","","TR Card Transaction","e0434ddc-e132-451d-ab17-9e6a2e1a1e95","","","","5411"
"2020-05-10T11:04:38.071262Z","2020-05-10","DEFAULT","CASH","CARD_TRANSACTION","","Kino Darmstadt","","","","-9.400000","","","EUR","","","","TR Card Transaction","50fc96ba-52c1-4ee6-9015-95313d9b1c54","","","","7832"
"2020-05-18T15:59:42.108618Z","2020-05-18","DEFAULT","CASH","TRANSFER_INSTANT_OUTBOUND","","","","","","-300.000000","","","EUR","","","","Outgoing transfer for Max Mustermann","83d173f8-7df3-47fa-9f87-4192cf4946ca","","","",""
"2020-05-22T09:04:56.724586Z","2020-05-22","DEFAULT","CASH","CARD_TRANSACTION","","Netflix.com","","","","-13.990000","","","EUR","","","","TR Card Transaction","a70ccfd4-370f-4303-bd7e-1a201de4bec6","","","","4899"
"2020-05-22T14:10:47.463298Z","2020-05-22","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","40.1346280000","7.474842","-300.00","-1.00","","EUR","","","","Buy trade US67066G1040 NVIDIA CORP.   DL-,001, quantity: 40.134628","78a6fb8d-35ca-4b50-bf27-7f52fa675bce","","","",""
"2020-05-24T07:57:22.220281Z","2020-05-24","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-27.600000","","","EUR","","","","TR Card Transaction","28c6741a-fffe-449a-bb88-26e93eae28b1","","","","4112"
"2020-05-25T13:55:10.838742Z","2020-05-25","DEFAULT","CASH","CARD_TRANSACTION","","DM-Drogerie Markt","","","","-27.920000","","","EUR","","","","TR Card Transaction","87f8d7c5-04c1-4b27-9624-93651820bdcb","","","","5912"
"2020-05-28T13:14:01.692094Z","2020-05-28","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-43.990000","","","EUR","","","","TR Card Transaction","bd25db1c-da09-475d-a7e4-7f77c7e90dcd","","","","5541"
"2020-05-28T14:55:04.810891Z","2020-05-28","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-8.980000","","","EUR","","","","TR Card Transaction","ec01c81e-83d9-4ea8-8002-80cd7d59ebb4","","","","5814"
"2020-06-01T12:23:27.073372Z","2020-06-01","DEFAULT","CASH","CUSTOMER_INPAYMENT_REVERSAL","","","","","","-500.000000","","","EUR","","","","Direct Debit Chargeback with DE89370400440532013000","ba5dd5b8-d74d-4460-827c-d38e6bc27545","","","",""
"2020-06-01T19:38:32.121263Z","2020-06-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","400.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","4d00ed6b-a483-4cc8-9513-744f8a857374","","","",""
"2020-06-02T09:46:57.314910Z","2020-06-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.3112620000","43.2664","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.311262","f18322d2-73e6-4c61-abaf-2be2a0db6584","","","",""
"2020-06-02T10:12:26.697229Z","2020-06-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1659370000","150.6592","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.165937","834c2d7d-def6-4500-a7f3-cdfbd7d99a06","","","",""
"2020-06-02T15:25:35.874224Z","2020-06-02","DEFAULT","CASH","CARD_TRANSACTION","","Rossmann","","","","-16.160000","","","EUR","","","","TR Card Transaction","f8e14045-1149-4bcb-814b-456beb8d7d38","","","","5912"
"2020-06-02T15:42:26.342027Z","2020-06-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4988890000","50.1113","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.498889","b6aac634-7023-480f-8fac-c6bdd4426fc0","","","",""
"2020-06-02T16:39:20.695612Z","2020-06-02","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann","ac104b10-4b6e-4833-a293-47e78f2c2611","","","",""
"2020-06-02T18:44:18.581343Z","2020-06-02","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","f290cd6d-49c4-4f37-b3c0-4262d2fc2e27","","","",""
"2020-06-09T06:57:48.902237Z","2020-06-09","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-4.740000","","","EUR","","","","TR Card Transaction","78ed7f90-e2ae-4a5f-94a0-1f7eb60b2072","","","","5814"
"2020-06-15T15:15:17.352161Z","2020-06-15","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","7ac41435-3dd8-4983-ad87-5cd44955970a","","","",""
"2020-06-15T16:57:34.084491Z","2020-06-15","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-33.100000","","","EUR","","","","TR Card Transaction","78942586-7c2a-446c-81a9-dcc64901c82a","","","","5541"
"2020-06-15T21:40:15.287936Z","2020-06-15","DEFAULT","CASH","DIVIDEND","STOCK","Microsoft","US5949181045","0.1659370000","","0.110000","","-0.03","EUR","0.12","USD","0.907841","Cash Dividend for ISIN US5949181045","7bd9c976-df76-4fc0-9a02-49d360d28131","","","",""
"2020-06-18T17:19:48.408930Z","2020-06-18","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","3709170b-dbc9-4f92-a278-e5ac420c9ab5","","","","5815"
"2020-06-19T14:27:31.030434Z","2020-06-19","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-6.440000","","","EUR","","","","TR Card Transaction","6b1e24ce-b957-4e7f-93a3-11d260eae8be","","","","5814"
"2020-06-26T06:15:12.879995Z","2020-06-26","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","550.000000","","","EUR","","","","Incoming transfer from Max Mustermann","b41b5bb4-33e9-47d4-8d3b-0da53643cfa4","","","",""
"2020-06-26T06:39:09.250132Z","2020-06-26","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","3.1390700000","159.2828","-500.00","-1.00","","EUR","","","","Buy trade US5949181045 MICROSOFT  DL-,00000625, quantity: 3.139070","53525538-665d-48df-8df7-558c87c8a245","","","",""
"2020-06-26T12:29:44.268690Z","2020-06-26","DEFAULT","CASH","CARD_TRANSACTION","","Netto Marken-Discount","","","","-14.970000","","","EUR","","","","TR Card Transaction","8269dd7e-50f7-4157-9c09-70ba2b17544c","","","","5411"
"2020-06-30T07:22:34.449186Z","2020-06-30","DEFAULT","CASH","CARD_TRANSACTION","","Netto Marken-Discount","","","","-20.310000","","","EUR","","","","TR Card Transaction","b4014396-ba1c-4c8c-a332-5c087e544121","","","","5411"
"2020-06-30T15:54:43.629577Z","2020-06-30","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-4.510000","","","EUR","","","","TR Card Transaction","4ec93f7a-25c5-45d9-9289-a66c6946a81a","","","","5814"
"2020-07-01T19:11:46.547091Z","2020-07-01","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-58.290000","","","EUR","","","","TR Card Transaction","f92125be-ff14-4666-bf5a-3f24f9462cab","","","","5541"
"2020-07-01T19:52:31.110665Z","2020-07-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","300.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","b1fd576d-d203-427d-863b-c1c9c331aa37","","","",""
"2020-07-02T08:17:56.472700Z","2020-07-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1593600000","156.8773","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.159360","8b0d3262-d937-4243-9885-82bccf4fed08","","","",""
"2020-07-02T14:20:54.257420Z","2020-07-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4792390000","52.1660","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.479239","8c099416-77df-4ddf-8194-80a4abd2996d","","","",""
"2020-07-02T21:29:27.865845Z","2020-07-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.3679280000","42.2310","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.367928","b14e6bc1-9ff3-4c03-b63d-d07103cea311","","","",""
"2020-07-05T12:05:15.755053Z","2020-07-05","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-24.700000","","","EUR","","","","TR Card Transaction","bd745bed-fd75-4474-a954-43eb5e332fc7","","","","5411"
"2020-07-07T17:27:47.577124Z","2020-07-07","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-83.270000","","","EUR","","","","TR Card Transaction","4b374814-bd5e-41ee-97fb-4b1cc1c135c1","","","","5732"
"2020-07-10T07:03:35.306327Z","2020-07-10","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-6.660000","","","EUR","","","","TR Card Transaction","d49cf203-51cb-4083-b5b7-9c4b8a1e30cc","","","","5912"
"2020-07-10T11:19:00.742411Z","2020-07-10","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-59.010000","","","EUR","","","","TR Card Transaction","11069df8-414e-4cfd-8fa1-e4997f7d044f","","","","4112"
"2020-07-10T12:18:14.378411Z","2020-07-10","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann","65f09705-6760-4db0-a43f-76cdc4eb67ff","","","",""
"2020-07-11T06:36:18.492198Z","2020-07-11","DEFAULT","CASH","CARD_TRANSACTION","","Zalando SE","","","","-27.180000","","","EUR","","","","TR Card Transaction","cf0b3c0e-071e-41c9-bebb-b9d6a30f2a81","","","","5691"
"2020-07-13T07:09:09.850544Z","2020-07-13","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann","7150feb6-8ea5-4bf8-9a08-dbd5d0a99466","","","",""
"2020-07-13T15:05:15.124205Z","2020-07-13","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","1.1867340000","42.1324","-50.00","-1.00","","EUR","","","","Buy trade IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 1.186734","f2ca5231-fde2-46ed-b58b-c520ef1854b1","","","",""
"2020-07-15T09:48:13.655900Z","2020-07-15","DEFAULT","CASH","DIVIDEND","STOCK","NVIDIA","US67066G1040","40.1346280000","","0.360000","","-0.09","EUR","0.40","USD","0.890445","Cash Dividend for ISIN US67066G1040","50181acb-d180-4bdf-805d-1b216405f0ac","","","",""
"2020-07-16T21:18:02.242720Z","2020-07-16","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-20.160000","","","EUR","","","","TR Card Transaction","50ac37a4-c249-4d8f-80cf-17dda1839de0","","","","5411"
"2020-07-18T13:41:09.952538Z","2020-07-18","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-9.250000","","","EUR","","","","TR Card Transaction","37985b52-2a62-45fb-a078-f9217fd5ddaa","","","","5814"
"2020-07-21T07:56:27.770214Z","2020-07-21","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-33.220000","","","EUR","","","","TR Card Transaction","91816c80-1389-4624-81c3-50005d28d44a","","","","5541"
"2020-07-23T11:30:33.683157Z","2020-07-23","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann","dfac8dd7-5804-4a57-870d-c1cabef18084","","","",""
"2020-07-23T20:58:17.190305Z","2020-07-23","DEFAULT","CASH","CARD_TRANSACTION","","ALDI SUED","","","","-31.470000","","","EUR","","","","TR Card Transaction","501e816f-09b2-4175-8a04-a83192dd91c2","","","","5411"
"2020-07-26T07:29:05.329795Z","2020-07-26","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","799b2c0a-3755-432e-adc8-0968636d7836","","","","5815"
"2020-07-28T07:13:17.575898Z","2020-07-28","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","2.1211250000","70.7172","-150.00","-1.00","","EUR","","","","Buy trade IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 2.121125","81433b28-ad34-48f3-b47f-794bfc781c16","","","",""
"2020-07-28T21:40:28.796907Z","2020-07-28","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","150.000000","","","EUR","","","","Incoming transfer from Max Mustermann","94d724f6-7deb-4fbe-bb2c-36af6190e5b9","","","",""
"2020-07-29T10:31:59.751413Z","2020-07-29","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","617bbc02-68d6-47e9-9a6d-b76dcbcd8044","","","",""
"2020-07-29T11:19:35.014338Z","2020-07-29","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","300.000000","","","EUR","","","","Incoming transfer from Max Mustermann","cc0e4769-c30a-4322-951d-ea583fb829b0","","","",""
"2020-07-29T15:32:45.286706Z","2020-07-29","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-67.880000","","","EUR","","","","TR Card Transaction","612859ae-ce64-44b3-a329-cca11c11fe20","","","","5541"
"2020-07-29T19:05:14.882277Z","2020-07-29","DEFAULT","TRADING","BUY","STOCK","SAP","DE0007164600","2.6127120000","114.8232","-300.00","-1.00","","EUR","","","","Buy trade DE0007164600 SAP SE O.N., quantity: 2.612712","43ed4d74-c0fc-49fb-a848-57d6f0ea28a1","","","",""
"2020-07-29T21:15:29.578043Z","2020-07-29","DEFAULT","CASH","CARD_TRANSACTION","","Netflix.com","","","","-13.990000","","","EUR","","","","TR Card Transaction","73ef8a02-3c22-415a-9200-ffb7bd5050ef","","","","4899"
"2020-07-30T19:21:59.825981Z","2020-07-30","DEFAULT","CASH","CARD_TRANSACTION","","Lidl sagt Danke","","","","-11.840000","","","EUR","","","","TR Card Transaction","b6d21f02-6e8c-4d64-b8fb-50381e0705e1","","","","5411"
"2020-08-01T16:55:12.731380Z","2020-08-01","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-11.920000","","","EUR","","","","TR Card Transaction","42d849b1-039a-4b71-b0fc-9064c8b00194","","","","5912"
"2020-08-01T21:22:21.578727Z","2020-08-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","500.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","d232c046-774d-414d-8c39-ed8e066a50e1","","","",""
"2020-08-03T10:31:02.132378Z","2020-08-03","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4827250000","51.7893","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.482725","44241392-48c6-4954-8b62-79ce5c0fbecb","","","",""
"2020-08-03T16:55:06.916655Z","2020-08-03","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1553240000","160.9541","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.155324","1a5c9e15-53d0-45aa-aab6-aa70ad7b6933","","","",""
"2020-08-03T18:24:42.830884Z","2020-08-03","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.4314760000","41.1273","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.431476","2ad84c9e-1701-4752-a0a4-168ef6c8e3bf","","","",""
"2020-08-07T15:14:47.094769Z","2020-08-07","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-7.160000","","","EUR","","","","TR Card Transaction","7f23fd16-ee09-4565-b73c-40008362dfc1","","","","5814"
"2020-08-09T07:18:22.393049Z","2020-08-09","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-4.930000","","","EUR","","","","TR Card Transaction","30133d98-7636-4ea4-8097-c056c52153fb","","","","5411"
"2020-08-09T19:36:43.831016Z","2020-08-09","DEFAULT","CASH","CARD_TRANSACTION","","Netflix.com","","","","-13.990000","","","EUR","","","","TR Card Transaction","60c09e41-ce3e-46a8-a1e8-268c4989eaf3","","","","4899"
"2020-08-11T20:57:18.710526Z","2020-08-11","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-40.750000","","","EUR","","","","TR Card Transaction","7613be3f-b3db-45af-a59f-1ff6badfe84c","","","","5411"
"2020-08-15T06:36:55.719112Z","2020-08-15","DEFAULT","CASH","DIVIDEND","STOCK","Apple","US0378331005","1.4608530000","","0.310000","","-0.08","EUR","0.35","USD","0.891237","Cash Dividend for ISIN US0378331005","96256a68-9f6a-4659-a9e7-edf423ebbdb2","","","",""
"2020-08-20T19:11:12.138579Z","2020-08-20","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-25.660000","","","EUR","","","","TR Card Transaction","daf3afbb-1f69-4713-818c-8f60fbace77a","","","","4112"
"2020-08-22T16:51:07.491081Z","2020-08-22","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-47.070000","","","EUR","","","","TR Card Transaction","2b21ba93-8ae5-40f1-960d-ed863788ac56","","","","4112"
"2020-08-23T17:05:50.413741Z","2020-08-23","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","d84fb5d5-eba9-4da7-96be-ac6bea87c9bd","","","","5815"
"2020-08-26T20:58:44.316869Z","2020-08-26","DEFAULT","CASH","CARD_TRANSACTION","","Lidl sagt Danke","","","","-23.330000","","","EUR","","","","TR Card Transaction","de6513c8-cfd3-4d69-a6f3-9813f341b3e8","","","","5411"
"2020-08-27T09:15:56.563658Z","2020-08-27","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","1.2432630000","40.2168","-50.00","-1.00","","EUR","","","","Buy trade IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 1.243263","547b8ff7-f438-4952-87f6-55af3e20661a","","","",""
"2020-08-27T19:37:47.761894Z","2020-08-27","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-44.840000","","","EUR","","","","TR Card Transaction","8b05f097-2a32-4cd4-ad90-17a0a7353cc9","","","","5541"
"2020-09-01T08:42:13.672875Z","2020-09-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","400.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","ee416d87-9052-4bb7-a99d-55a2f6726556","","","",""
"2020-09-02T12:04:53.802325Z","2020-09-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.4086040000","41.5178","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.408604","e7b479bb-874a-4340-ae05-ad3b8ca2497c","","","",""
"2020-09-02T12:37:13.852547Z","2020-09-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.5047260000","49.5318","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.504726","e358dcdb-bce4-4b6f-a1d2-7da9471f85cf","","","",""
"2020-09-02T13:21:49.154721Z","2020-09-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1652500000","151.2856","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.165250","b8579750-1589-4a5b-b945-9a6fcf1dd057","","","",""
"2020-09-04T11:16:03.132915Z","2020-09-04","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-74.900000","","","EUR","","","","TR Card Transaction","137f06f1-03fe-432b-ad1b-2eb99893224a","","","","5732"
"2020-09-07T20:41:01.063780Z","2020-09-07","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","2.2337610000","67.1513","-150.00","-1.00","","EUR","","","","Buy trade IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 2.233761","bd9f44e0-5301-40ac-bc63-0ea998a896a4","","","",""
"2020-09-11T12:27:28.931230Z","2020-09-11","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-19.140000","","","EUR","","","","TR Card Transaction","95bd24ee-6e42-4f78-9774-503090b5afb3","","","","5912"
"2020-09-11T20:25:26.765054Z","2020-09-11","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-6.070000","","","EUR","","","","TR Card Transaction","b78b671e-b58c-4bec-83df-523eb24ada6f","","","","5814"
"2020-09-12T21:04:05.872176Z","2020-09-12","DEFAULT","CASH","CARD_TRANSACTION","","Amazon.de","","","","-76.660000","","","EUR","","","","TR Card Transaction","65217530-785b-425b-b4cd-a47722932089","","","","5942"
"2020-09-14T07:18:38.327626Z","2020-09-14","DEFAULT","CASH","CARD_TRANSACTION","","Netto Marken-Discount","","","","-11.450000","","","EUR","","","","TR Card Transaction","3aa4b578-f6b9-4d36-b097-8dbd033b3861","","","","5411"
"2020-09-14T19:55:58.756086Z","2020-09-14","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","ff1898c9-4eae-4d57-a12e-79d8c6b2d760","","","",""
"2020-09-15T14:01:11.286544Z","2020-09-15","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-4.550000","","","EUR","","","","TR Card Transaction","5163bb41-4b01-4b9c-a4ff-4b85875812d0","","","","5912"
"2020-09-15T17:07:48.292099Z","2020-09-15","DEFAULT","CASH","DIVIDEND","STOCK","Microsoft","US5949181045","3.7849410000","","2.500000","","-0.66","EUR","2.84","USD","0.879726","Cash Dividend for ISIN US5949181045","3746613c-408d-47a8-a92e-46f0a9f58cbb","","","",""
"2020-09-15T19:54:35.804711Z","2020-09-15","DEFAULT","CASH","DIVIDEND","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","4.3548860000","","1.740000","","-0.46","EUR","1.96","USD","0.889044","Cash Dividend for ISIN IE00B3RBWM25","c1a4ab3f-32e8-4f17-a77b-b06a91d5ef5e","","","",""
"2020-09-16T06:05:47.556251Z","2020-09-16","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","19.5671360000","12.7765","-250.00","-1.00","","EUR","","","","Buy trade US67066G1040 NVIDIA CORP.   DL-,001, quantity: 19.567136","adc42c4d-7c50-41c9-9aa6-4d4b9213dafb","","","",""
"2020-09-16T18:04:09.776962Z","2020-09-16","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","250.000000","","","EUR","","","","Incoming transfer from Max Mustermann","b629f719-9225-4055-9341-950ca2214854","","","",""
"2020-09-21T07:00:13.316061Z","2020-09-21","DEFAULT","CASH","CARD_TRANSACTION","","Zalando SE","","","","-56.890000","","","EUR","","","","TR Card Transaction","d29a9f08-8240-42d7-85d4-40e96d871c92","","","","5691"
